Username,Comment,Column 3
andryfirmansyah02,No.7 andalanga...,andryfirmansyah02No.7 andalanga...1wReplyComment OptionsLike
iantricahya,12 ❤️,iantricahya12 ❤️1wReplyComment OptionsLike
tazzeraru,1 🔥,tazzeraru1 🔥1w4 likesReplyComment OptionsLike
andiriskaamanda,No 9,andiriskaamandaNo 91wReplyComment OptionsLike
fitrianiinurdiin,Yuhuuuu no. 12 andalanga,fitrianiinurdiinYuhuuuu no. 12 andalanga1wReplyComment OptionsLike
ree.muhtar,Andalanku ini saya no 12 🔥🔥🔥🔥🔥🔥🔥🔥🔥👏👏👏,ree.muhtarAndalanku ini saya no 12 🔥🔥🔥🔥🔥🔥🔥🔥🔥👏👏👏1w1 likeReplySee translationComment OptionsLike
cummajp,No. 14 🔥🔥,cummajpNo. 14 🔥🔥1wReplyComment OptionsLike
hkmzkrn99,No.14🔥🔥,hkmzkrn99No.14🔥🔥1w1 likeReplyComment OptionsLike
minb2311,No.12 🔥🔥karena sering ka n kasih air es nya 😅,minb2311No.12 🔥🔥karena sering ka n kasih air es nya 😅1w1 likeReplySee translationComment OptionsLike
andiryzcho,No.14🔥🔥🔥🔥,andiryzchoNo.14🔥🔥🔥🔥1wReplyComment OptionsLike
ericks_ontheradio,DESI RATNASARI,ericks_ontheradioDESI RATNASARI1wReplyComment OptionsLike
ericks_ontheradio,DESI RATNASARI selalu basah Rambutnya,ericks_ontheradioDESI RATNASARI selalu basah Rambutnya1wReplyComment OptionsLike
ptryasyfhh,No. 14 jgn kasi kendorrr🔥🔥🔥,ptryasyfhhNo. 14 jgn kasi kendorrr🔥🔥🔥1wReplyComment OptionsLike
gagga130924,DINATRI andalanku sy😍,gagga130924DINATRI andalanku sy😍1w2 likesReplyComment OptionsLike
pinus_outdoor17,No. 14,pinus_outdoor17No. 141wReplyComment OptionsLike
isyniqueen,1,isyniqueen11w2 likesReplyComment OptionsLike
abenichiko,No.14,abenichikoNo.141wReplyComment OptionsLike
_sayangkuuuuuuu,NO.9 PILIHANKU 🔥🔥🔥,_sayangkuuuuuuuNO.9 PILIHANKU 🔥🔥🔥1wReplyComment OptionsLike
elfathan81123,No.14,elfathan81123No.141wReplyComment OptionsLike
chik.kkk2,No.14,chik.kkk2No.141wReplyComment OptionsLike
magangbpdas21,No.14 andalankuu🔥,magangbpdas21No.14 andalankuu🔥1wReplyComment OptionsLike
iyanahmad._,No. 1 damkar mana damkar🔥🔥🔥,iyanahmad._No. 1 damkar mana damkar🔥🔥🔥1w4 likesReplyComment OptionsLike
zonarepair.id,No.14 andalangaaaa🔥,zonarepair.idNo.14 andalangaaaa🔥1wReplyComment OptionsLike
muh.taufik.mustafa,No.1 Dinatri 🔥🔥🔥 you are The Best👏👏👏,muh.taufik.mustafaNo.1 Dinatri 🔥🔥🔥 you are The Best👏👏👏1w3 likesReplyComment OptionsLike
carlot_17,Andalanku ladde no 12,carlot_17Andalanku ladde no 121wReplyComment OptionsLike
ekfjnr_,No 14 dongss 🔥🔥,ekfjnr_No 14 dongss 🔥🔥1wReplyComment OptionsLike
austin.jack85,No.12,austin.jack85No.121wReplyComment OptionsLike
fauzhan_fth,2,fauzhan_fth21w1 likeReplyComment OptionsLike
shrarahmii,Menyala 01🔥🔥,shrarahmiiMenyala 01🔥🔥1w1 likeReplyComment OptionsLike
ppawmppkins,1 🔥,ppawmppkins1 🔥1w3 likesReplyComment OptionsLike
dsynataaa,01 dinatri🔥🔥🔥,dsynataaa01 dinatri🔥🔥🔥1w3 likesReplyComment OptionsLike
juliatobias.sdl,1 emot api emot api,juliatobias.sdl1 emot api emot api1w2 likesReplyComment OptionsLike
felmichaell,9👌,felmichaell9👌1wReplyComment OptionsLike
balqies_azalia,Nomor 11 menyala abangkh🔥,balqies_azaliaNomor 11 menyala abangkh🔥1wReplySee translationComment OptionsLike
hadijahpalloge,Andalanku no. 12,hadijahpallogeAndalanku no. 121wReplyComment OptionsLike
ilhamprasetyo01,14 🔥,ilhamprasetyo0114 🔥1wReplyComment OptionsLike
muhammad_ismail_prasetyo,Nomor punggung 12 andalan nga,muhammad_ismail_prasetyoNomor punggung 12 andalan nga1wReplyComment OptionsLike
lolycutiepie,01 Dinatri👏👏👏,lolycutiepie01 Dinatri👏👏👏1w3 likesReplyComment OptionsLike
nr_husna15,All in 01,nr_husna15All in 011w1 likeReplyComment OptionsLike
spandis_,14🔥🔥🔥,spandis_14🔥🔥🔥1wReplyComment OptionsLike
dnappu,Menyala No. 14 🔥🔥🔥🔥,dnappuMenyala No. 14 🔥🔥🔥🔥1wReplyComment OptionsLike
xdskt_wrhy,No 13 andalanku bangettt 😍❤️@desakdeshi 😍,xdskt_wrhyNo 13 andalanku bangettt 😍❤️@desakdeshi 😍1w1 likeReplyComment OptionsLike
dianariess91,No.1 menyalaaaaa 🔥🔥🔥,dianariess91No.1 menyalaaaaa 🔥🔥🔥1w5 likesReplyComment OptionsLike
arghariyanto,No. 1 terbaekk!!,arghariyantoNo. 1 terbaekk!!1w3 likesReplyComment OptionsLike
iekha.rdfa,Tak perlu di ragukan lagi no.12 pasti nya 🔥,iekha.rdfaTak perlu di ragukan lagi no.12 pasti nya 🔥1wReplySee translationComment OptionsLike
mfarawansyah,No.14 🔥🔥🔥,mfarawansyahNo.14 🔥🔥🔥1wReplyComment OptionsLike
__scntlla,14🔥,__scntlla14🔥1wReplyComment OptionsLike
meisrun_,No.14 @ngghy_06 🔥🔥🔥❤️,meisrun_No.14 @ngghy_06 🔥🔥🔥❤️1wReplyComment OptionsLike
ecaapung,14 sih 🫀,ecaapung14 sih 🫀1wReplyComment OptionsLike
rohandhy4873,No.12,rohandhy4873No.121wReplyComment OptionsLike
aini__94,No 14 🔥🔥🔥,aini__94No 14 🔥🔥🔥1wReplyComment OptionsLike
andiiinyiyin,no. 12😍,andiiinyiyinno. 12😍1wReplyComment OptionsLike
nssialps,9🔥,nssialps9🔥1wReplyComment OptionsLike
itsmenecaaa,9👏,itsmenecaaa9👏1wReplyComment OptionsLike
br.citraaa,14😍🔥,br.citraaa14😍🔥1wReplyComment OptionsLike
atha_hafizhan,2❤️ andalan,atha_hafizhan2❤️ andalan1w1 likeReplyComment OptionsLike
janeeeee_f3,14 😍😍🔥,janeeeee_f314 😍😍🔥1wReplyComment OptionsLike
anton.agent.axa.makassar,12 dan 13Yellow submarine and Sea salt caramel 👍🏼,anton.agent.axa.makassar12 dan 13Yellow submarine and Sea salt caramel 👍🏼1w1 likeReplyComment OptionsLike
arfanfz,222222222222🔥,arfanfz222222222222🔥1w1 likeReplyComment OptionsLike
ariee_paisal,No.14,ariee_paisalNo.141wReplyComment OptionsLike
nr.fhaaa,2🔥,nr.fhaaa2🔥1w1 likeReplyComment OptionsLike
tini_revan87,Andalanku NO. 2 🔥🔥🔥🔥🔥🔥👏👏👏👏,tini_revan87Andalanku NO. 2 🔥🔥🔥🔥🔥🔥👏👏👏👏1w1 likeReplyComment OptionsLike
icha.nrannisa,2🔥,icha.nrannisa2🔥1w1 likeReplyComment OptionsLike
tini_revan87,No. 2,tini_revan87No. 21w1 likeReplyComment OptionsLike
_rhyuahmd,2 dungsss🤏,_rhyuahmd2 dungsss🤏1w1 likeReplyComment OptionsLike
inhe_ramadana,"So pastix yanti sweet, no. 12 💖","inhe_ramadanaSo pastix yanti sweet, no. 12 💖1wReplyComment OptionsLike"
fhitryanipitto,2 🔥🔥🔥,fhitryanipitto2 🔥🔥🔥1w1 likeReplyComment OptionsLike
_iimaaaaa,no. 1 donggg🔥🔥,_iimaaaaano. 1 donggg🔥🔥1w2 likesReplyComment OptionsLike
andianisaputry,9 menyalaaaa abangkuh 🔥🔥🔥🔥,andianisaputry9 menyalaaaa abangkuh 🔥🔥🔥🔥1wReplyComment OptionsLike
faidaaaahhh,2,faidaaaahhh21w1 likeReplyComment OptionsLike
kezia.nrn,no. 9,kezia.nrnno. 91wReplyComment OptionsLike
ariskydamayanti95,2🔥,ariskydamayanti952🔥1w1 likeReplyComment OptionsLike
_ysfl,No.9,_ysflNo.91wReplyComment OptionsLike
kiiykaayy,2,kiiykaayy21w1 likeReplyComment OptionsLike
tharisyahh,2🔥,tharisyahh2🔥1w1 likeReplyComment OptionsLike
ekakitcheen,1🔥,ekakitcheen1🔥1w2 likesReplyComment OptionsLike
anugrahwati.arifin,No 6,anugrahwati.arifinNo 61w1 likeReplyComment OptionsLike
santyyoo__,2 👏,santyyoo__2 👏1w1 likeReplyComment OptionsLike
galuwsinana,1 DINATRI,galuwsinana1 DINATRI1w3 likesReplyComment OptionsLike
daeng_simbung,No 12 🔥🔥,daeng_simbungNo 12 🔥🔥1wReplyComment OptionsLike
syahputra.alif,12 tawwa 🔥🔥,syahputra.alif12 tawwa 🔥🔥1wReplyComment OptionsLike
feby.95,No.1 dinatri pabalu nasi kuning😍😍,feby.95No.1 dinatri pabalu nasi kuning😍😍1w2 likesReplyComment OptionsLike
iriyantianti,12 donggg,iriyantianti12 donggg1wReplyComment OptionsLike
hidayatdjalil,No. 12 🔥,hidayatdjalilNo. 12 🔥1wReplyComment OptionsLike
anrzyuna_,14🔥🔥🔥🔥🔥🔥🔥,anrzyuna_14🔥🔥🔥🔥🔥🔥🔥1wReplyComment OptionsLike
11iksalsaputra_,No. 14 dong..🔥,11iksalsaputra_No. 14 dong..🔥1wReplyComment OptionsLike
toniwijaya504,Menyala no 12 🫶,toniwijaya504Menyala no 12 🫶1wReplyComment OptionsLike
meirenaangeliquee._,No. 9,meirenaangeliquee._No. 91wReplyComment OptionsLike
surya_sptrr,1,surya_sptrr11w1 likeReplyComment OptionsLike
izat18_,No.14🔥🔥🔥,izat18_No.14🔥🔥🔥1w1 likeReplyComment OptionsLike
nawwarulhaq,14,nawwarulhaq141w1 likeReplyComment OptionsLike
iiniindhh,No 14 🔥,iiniindhhNo 14 🔥1wReplyComment OptionsLike
natasshaelfatihah,No 1,natasshaelfatihahNo 11w6 likesReplyComment OptionsLike
fr.dmynt,14🔥,fr.dmynt14🔥1w1 likeReplyComment OptionsLike
acavocado,kak Dina dong no. 1,acavocadokak Dina dong no. 11w3 likesReplyComment OptionsLike
mujahaeril,no.1😍😍😍😍,mujahaerilno.1😍😍😍😍1w3 likesReplyComment OptionsLike
lalarianaa,No.14 donggg,lalarianaaNo.14 donggg1wReplyComment OptionsLike
dewa_dwinata,No.13👏🔥,dewa_dwinataNo.13👏🔥1w1 likeReplyComment OptionsLike
dije.11,2,dije.1121w1 likeReplyComment OptionsLike
rrhmaakbrr_,14🔥🔥🔥🔥,rrhmaakbrr_14🔥🔥🔥🔥1wReplyComment OptionsLike
agamseptiawan,14 🔥🔥🔥,agamseptiawan14 🔥🔥🔥1wReplyComment OptionsLike
syahrulllll_____,No.14🔥🔥🔥,syahrulllll_____No.14🔥🔥🔥1w1 likeReplyComment OptionsLike
suhardi.st,14🔥,suhardi.st14🔥1wReplyComment OptionsLike
ical_syaputraaa,No 14,ical_syaputraaaNo 141wReplyComment OptionsLike
lutfiteguhh,No. 14 🔥🔥🙌,lutfiteguhhNo. 14 🔥🔥🙌1wReplyComment OptionsLike
rizhaal_01,No.14🔥🙌👏🔥,rizhaal_01No.14🔥🙌👏🔥1w1 likeReplyComment OptionsLike
___momooq,dinaaaa nomorrr 1,___momooqdinaaaa nomorrr 11w3 likesReplyComment OptionsLike
nuggetmaniss_,No. 14🔥,nuggetmaniss_No. 14🔥1w1 likeReplyComment OptionsLike
chaaidir,Hiduppp no.1,chaaidirHiduppp no.11w3 likesReplyComment OptionsLike
fadlyfahrezy,No. 14 🔥🔥,fadlyfahrezyNo. 14 🔥🔥1w1 likeReplyComment OptionsLike
umarabdulaziss,No 14 🔥🔥🔥🔥,umarabdulazissNo 14 🔥🔥🔥🔥1wReplyComment OptionsLike
anugrahpradanaa_,No.14🔥🔥🔥,anugrahpradanaa_No.14🔥🔥🔥1w1 likeReplyComment OptionsLike
ciwangs_,No. 14 sih 🙌 🔥,ciwangs_No. 14 sih 🙌 🔥1wReplyComment OptionsLike
andika_892,All in no. 14,andika_892All in no. 141wReplyComment OptionsLike
sarny_08,🔥🔥 14,sarny_08🔥🔥 141wReplyComment OptionsLike
rjlmns,No.2🔥,rjlmnsNo.2🔥1w1 likeReplyComment OptionsLike
shlfiasptri_,All In No.14😍🔥🔥,shlfiasptri_All In No.14😍🔥🔥1wReplyComment OptionsLike
vanvoord.hub,No 2 bestttttt menurutku,vanvoord.hubNo 2 bestttttt menurutku1w1 likeReplySee translationComment OptionsLike
rzkyptrwn_,Terbaik no.2🔥🔥🔥,rzkyptrwn_Terbaik no.2🔥🔥🔥1w1 likeReplyComment OptionsLike
pajokka_gabutt,14🔥,pajokka_gabutt14🔥1wReplyComment OptionsLike
si.ndi2284,2🔥,si.ndi22842🔥1w1 likeReplyComment OptionsLike
ulanfajriaa,No.14🔥❤️,ulanfajriaaNo.14🔥❤️1wReplyComment OptionsLike
bakwan__3,No.14,bakwan__3No.141wReplyComment OptionsLike
fa_dillah089,No 2,fa_dillah089No 21w1 likeReplyComment OptionsLike
alicewong2208,No.1🔥,alicewong2208No.1🔥1w3 likesReplyComment OptionsLike
sonnofdemoonn,No.2🔥🔥,sonnofdemoonnNo.2🔥🔥1w1 likeReplyComment OptionsLike
aanotherrsaras,no.2🔥🔥,aanotherrsarasno.2🔥🔥1w1 likeReplyComment OptionsLike
ekaliauw,No 1 🔥😂,ekaliauwNo 1 🔥😂1w3 likesReplyComment OptionsLike
kenie_marsha,12 yantiiii...❤️❤️❤️,kenie_marsha12 yantiiii...❤️❤️❤️1w1 likeReplyComment OptionsLike
chiachandy,No 2 🔥,chiachandyNo 2 🔥1w1 likeReplyComment OptionsLike
daryaaang__,No.14,daryaaang__No.141wReplyComment OptionsLike
muhndraa,No.14🔥,muhndraaNo.14🔥1wReplyComment OptionsLike
ayu_afriz,No.1,ayu_afrizNo.11w3 likesReplyComment OptionsLike
young11_,13.❤️❤️ @desakdeshi,young11_13.❤️❤️ @desakdeshi1wReplyComment OptionsLike
porenjeseja,Nomor 14 @ngghy_06 😀,porenjesejaNomor 14 @ngghy_06 😀1wReplyComment OptionsLike
pendakidadakan.id,No.14 mo dehh @ngghy_06 🔥🔥,pendakidadakan.idNo.14 mo dehh @ngghy_06 🔥🔥6dReplyComment OptionsLike
ramadhanirezkiah,"No. 11 ,,,,menyalaaaa🔥🔥🔥 @onkeljohnscoffee","ramadhanirezkiahNo. 11 ,,,,menyalaaaa🔥🔥🔥 @onkeljohnscoffee1wReplyComment OptionsLike"
yusril.fnu,@chuakurniawan no 2 saya disogokka,yusril.fnu@chuakurniawan no 2 saya disogokka1w2 likesReplyComment OptionsLike
chuakurniawan,@yusril.fnu 😂😂😂fitnah,chuakurniawan@yusril.fnu 😂😂😂fitnah1wReplyComment OptionsLike
_asfhar,Na suruhka @ngghy_06 komentar no 14 🔥🔥🔥,_asfharNa suruhka @ngghy_06 komentar no 14 🔥🔥🔥1wReplyComment OptionsLike
tretorikopi.mks,Nomor 2 @chuakurniawan 🔥🔥🔥,tretorikopi.mksNomor 2 @chuakurniawan 🔥🔥🔥1w1 likeReplyComment OptionsLike
tuti.tutess,Bismillah No 7 andalangaaa 💥💥💥 @zulfikar_as26,tuti.tutessBismillah No 7 andalangaaa 💥💥💥 @zulfikar_as261wReplyComment OptionsLike
wahyuu.nurdin,no 7 . zulfikar @zulfikar_as26,wahyuu.nurdinno 7 . zulfikar @zulfikar_as261wReplyComment OptionsLike
