Username,Comment,Column 3
sobatlapar__,No 5 💖💖💖,sobatlapar__No 5 💖💖💖1w1 likeReplyComment OptionsLike
mamililymuin,Vote Nomor 7 🔥🔥🙌,mamililymuinVote Nomor 7 🔥🔥🙌1w1 likeReplyComment OptionsLike
kitchenmommy.lily,Vote nomor 7 🔥🔥🔥,kitchenmommy.lilyVote nomor 7 🔥🔥🔥1w1 likeReplyComment OptionsLike
vicka1302,Nomor 7🔥🔥🔥 anak gantengnya grandmaaa,vicka1302Nomor 7🔥🔥🔥 anak gantengnya grandmaaa1w1 likeReplySee translationComment OptionsLike
riyanaputrii,Menyala unclenya raniyah nomor 7🔥🔥🔥,riyanaputriiMenyala unclenya raniyah nomor 7🔥🔥🔥1w1 likeReplySee translationComment OptionsLike
raniyahkhayra,Menyala uncle ganteng nomor 7 🔥🔥,raniyahkhayraMenyala uncle ganteng nomor 7 🔥🔥1w1 likeReplySee translationComment OptionsLike
heyrshopmks,nomor 7🔥,heyrshopmksnomor 7🔥1w1 likeReplyComment OptionsLike
hierpta,nomor 7 ji 🔥🔥🔥🔥,hierptanomor 7 ji 🔥🔥🔥🔥1wReplyComment OptionsLike
tujuhbelass____,DEA IMUT 5,tujuhbelass____DEA IMUT 51w1 likeReplyComment OptionsLike
dengkaraeng,Kk Dea No 5,dengkaraengKk Dea No 51w1 likeReplyComment OptionsLike
andiugaaaaa_,No. 5👏,andiugaaaaa_No. 5👏1w1 likeReplyComment OptionsLike
andi_tenri.illah,5,andi_tenri.illah51w1 likeReplyComment OptionsLike
eranger_tukangjalan13,No 7 sipaling GGMU 🤗,eranger_tukangjalan13No 7 sipaling GGMU 🤗1wReplyComment OptionsLike
saodah188,No 4 andalanq❤️,saodah188No 4 andalanq❤️1wReplyComment OptionsLike
99bonyermond,🔥NOMOR 5🔥 andalang,99bonyermond🔥NOMOR 5🔥 andalang1w1 likeReplySee translationComment OptionsLike
juanda_makassar,DEA 🔥,juanda_makassarDEA 🔥1w1 likeReplyComment OptionsLike
asnita_ahmad,No 5,asnita_ahmadNo 51w1 likeReplyComment OptionsLike
rsvnwr,No. 5 👍👍👍,rsvnwrNo. 5 👍👍👍1w1 likeReplyComment OptionsLike
latifahsalsabilaa,No. 5🔥🔥,latifahsalsabilaaNo. 5🔥🔥1w1 likeReplyComment OptionsLike
ndy.fera,DEA🙌,ndy.feraDEA🙌1w1 likeReplyComment OptionsLike
donrudy79,5 is the best👍,donrudy795 is the best👍1w1 likeReplyComment OptionsLike
evelyn.yoedhy,No 5....DEA jiiiiiii🔥🔥🔥🔥❤️❤️❤️❤️,evelyn.yoedhyNo 5....DEA jiiiiiii🔥🔥🔥🔥❤️❤️❤️❤️1w1 likeReplyComment OptionsLike
masra.suyuti,Nomer 5 🔥🔥,masra.suyutiNomer 5 🔥🔥1w1 likeReplyComment OptionsLike
dartcoaster,No 7 svnth,dartcoasterNo 7 svnth1w1 likeReplyComment OptionsLike
wahyumulfikri,No.5 Harapan ta semua 🔥🥳🥳,wahyumulfikriNo.5 Harapan ta semua 🔥🥳🥳1wReplyComment OptionsLike
ardian_yoga,Vote 5🔥,ardian_yogaVote 5🔥1w1 likeReplyComment OptionsLike
liswarianti,Vote 5,liswariantiVote 51w1 likeReplyComment OptionsLike
herliwaty2,Sy pilih no 5,herliwaty2Sy pilih no 51w1 likeReplyComment OptionsLike
myaakhyar,Vote No 5🔥🔥🔥,myaakhyarVote No 5🔥🔥🔥1w2 likesReplyComment OptionsLike
arnoldbedanaen,No 5 🔥,arnoldbedanaenNo 5 🔥1w1 likeReplyComment OptionsLike
diiegosalim,No 5 🥳🥳🥳,diiegosalimNo 5 🥳🥳🥳1w1 likeReplyComment OptionsLike
muhammadchairils,Dea,muhammadchairilsDea1w2 likesReplyComment OptionsLike
muhammadchairils,No 5,muhammadchairilsNo 51wReplyComment OptionsLike
inonky,Vote No. 5,inonkyVote No. 51w1 likeReplyComment OptionsLike
liaelrieta,Vote no 5. DEA,liaelrietaVote no 5. DEA1w1 likeReplyComment OptionsLike
ugigaffar,Nomer 5,ugigaffarNomer 51w1 likeReplyComment OptionsLike
ipat.aji,Nomor 5. Kk Dea 🔥🔥🔥 🔥🔥🔥,ipat.ajiNomor 5. Kk Dea 🔥🔥🔥 🔥🔥🔥1wReplyComment OptionsLike
ipat.aji,Nomor 5 dong,ipat.ajiNomor 5 dong1w1 likeReplyComment OptionsLike
ahmadakhyar,5,ahmadakhyar51w1 likeReplyComment OptionsLike
anto444555,5 👍,anto4445555 👍1w1 likeReplyComment OptionsLike
andiewa,5 DEA,andiewa5 DEA1w1 likeReplyComment OptionsLike
nefriansa_parapean,No. 5 dea,nefriansa_parapeanNo. 5 dea1w1 likeReplyComment OptionsLike
wawan.ntd,Nomor 5 🙌,wawan.ntdNomor 5 🙌1w1 likeReplyComment OptionsLike
hasyimgembul,Magic in five No. 5,hasyimgembulMagic in five No. 51w1 likeReplyComment OptionsLike
rdwnxviii,5🔥🔥,rdwnxviii5🔥🔥1w1 likeReplyComment OptionsLike
nadiainsani76,07 🔥,nadiainsani7607 🔥1wReplyComment OptionsLike
kurnia.jamaal,5 🙌🏻🙌🏻🙌🏻,kurnia.jamaal5 🙌🏻🙌🏻🙌🏻1w1 likeReplyComment OptionsLike
affanafrizal,No. 5,affanafrizalNo. 51w1 likeReplyComment OptionsLike
nanituhatu,No 5 Dea 🔥. Salam dr Msia. 2🤩,nanituhatuNo 5 Dea 🔥. Salam dr Msia. 2🤩1w1 likeReplyComment OptionsLike
miss_nhana,Nomor 5 ❤️,miss_nhanaNomor 5 ❤️1w1 likeReplyComment OptionsLike
fitriifebrianiii,Vote 5,fitriifebrianiiiVote 51w1 likeReplyComment OptionsLike
fitriacca7079,No 6 😍🔥,fitriacca7079No 6 😍🔥1w1 likeReplyComment OptionsLike
yunita_puspa,No.6 😍,yunita_puspaNo.6 😍1w1 likeReplyComment OptionsLike
iantricahya,no 2 ❤️,iantricahyano 2 ❤️1wReplyComment OptionsLike
uchifauziah__,Deaaaa 🔥🔥🔥🔥🔥,uchifauziah__Deaaaa 🔥🔥🔥🔥🔥1w2 likesReplyComment OptionsLike
ademarno.sxyz,No 7 🔥🔥🔥,ademarno.sxyzNo 7 🔥🔥🔥1wReplyComment OptionsLike
milayamin26,No 5 🔥🔥🔥❤️❤️,milayamin26No 5 🔥🔥🔥❤️❤️1w3 likesReplyComment OptionsLike
rmd_halim,7 sihh 🔥🔥🔥,rmd_halim7 sihh 🔥🔥🔥1w1 likeReplyComment OptionsLike
ambonk93_wattilete.sitania,No.7🔥💪❤️💯,ambonk93_wattilete.sitaniaNo.7🔥💪❤️💯1wReplyComment OptionsLike
iswanrusadi,7 andalan kita semua,iswanrusadi7 andalan kita semua1w3 likesReplySee translationComment OptionsLike
wiwiaprianisuudi,No. 5 sll di Hati 😍😂,wiwiaprianisuudiNo. 5 sll di Hati 😍😂1w3 likesReplyComment OptionsLike
hanaojhipinkhana,No 5 dong...deaaaaaa👏👏👏,hanaojhipinkhanaNo 5 dong...deaaaaaa👏👏👏1w2 likesReplyComment OptionsLike
akmal.dirmansa,No 7 🔥🔥🔥,akmal.dirmansaNo 7 🔥🔥🔥1wReplyComment OptionsLike
ayieza_,5 jiayo,ayieza_5 jiayo1w3 likesReplyComment OptionsLike
akbarh026,No. 7 🔥🔥🔥,akbarh026No. 7 🔥🔥🔥1wReplyComment OptionsLike
abihtebe,Dindaq No 7👏,abihtebeDindaq No 7👏1wReplyComment OptionsLike
kampoeng_gambar,no.5,kampoeng_gambarno.51w4 likesReplyComment OptionsLike
ardi_ansyahdindam,7,ardi_ansyahdindam71wReplyComment OptionsLike
nyu_nyu87,No 7 👍,nyu_nyu87No 7 👍1wReplyComment OptionsLike
liza_alsa,No.7 👏🔥,liza_alsaNo.7 👏🔥1wReplyComment OptionsLike
puanglinamunde,No. 7🔥🔥🔥,puanglinamundeNo. 7🔥🔥🔥1wReplyComment OptionsLike
sallydevina.s,No 7 🔥🔥🔥,sallydevina.sNo 7 🔥🔥🔥1wReplyComment OptionsLike
levina_njan,No 7 💪🔥,levina_njanNo 7 💪🔥1w1 likeReplyComment OptionsLike
marmutkeriting,No 7 dooong!!!,marmutkeritingNo 7 dooong!!!1wReplyComment OptionsLike
restyart,7 laah,restyart7 laah1wReplyComment OptionsLike
corollaretromakassar,Nomor 7 🔥,corollaretromakassarNomor 7 🔥1wReplyComment OptionsLike
tugianam,7 dong,tugianam7 dong1wReplyComment OptionsLike
zathooor,No 7 🔥🔥🔥🔥🔥,zathooorNo 7 🔥🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
indra_watymuslihi,No.6❤️,indra_watymuslihiNo.6❤️1w1 likeReplyComment OptionsLike
rijal4546,No 7 🔥👏,rijal4546No 7 🔥👏1wReplyComment OptionsLike
diditpalisuri,No. 5 🙌🏼,diditpalisuriNo. 5 🙌🏼1w2 likesReplyComment OptionsLike
jane_astuti,No.7 👍👍,jane_astutiNo.7 👍👍1wReplyComment OptionsLike
ooktaviaaas_,No 7,ooktaviaaas_No 71wReplyComment OptionsLike
elvierajoesha,Nomor 7 🥳,elvierajoeshaNomor 7 🥳1wReplyComment OptionsLike
umimakrumah,No 7🙌,umimakrumahNo 7🙌1wReplyComment OptionsLike
april_nitro,No 7 dong👏😍😍,april_nitroNo 7 dong👏😍😍1wReplyComment OptionsLike
dudyandy,No 7,dudyandyNo 71wReplyComment OptionsLike
terazzumar,No. 5 DEAAAA ❤️❤️❤️❤️,terazzumarNo. 5 DEAAAA ❤️❤️❤️❤️1w2 likesReplyComment OptionsLike
sakuraghinayamalayka,No. 5 aunty DEAAAA 🙌🙌,sakuraghinayamalaykaNo. 5 aunty DEAAAA 🙌🙌1w2 likesReplyComment OptionsLike
adegunawan,7 🔥🔥🔥,adegunawan7 🔥🔥🔥1w1 likeReplyComment OptionsLike
rompa.mks,Nomor 5. DEA ✅,rompa.mksNomor 5. DEA ✅1w2 likesReplyComment OptionsLike
uje_interisti,"No.7 Bale Salo Bale Tasi', Okesi 😁👍","uje_interistiNo.7 Bale Salo Bale Tasi', Okesi 😁👍1wReplyComment OptionsLike"
bungawalighaniya,No. 5 tante DEA 🫶🏻🫶🏻🫶🏻,bungawalighaniyaNo. 5 tante DEA 🫶🏻🫶🏻🫶🏻1w2 likesReplyComment OptionsLike
izhar_ryalisar,Vote 7,izhar_ryalisarVote 71wReplyComment OptionsLike
jovi_nemo,no. 5 🔥🔥🔥🔥,jovi_nemono. 5 🔥🔥🔥🔥1w3 likesReplyComment OptionsLike
bojo_________ku,"Sebenarnya tdk ada mau ku pilih, tapi na paksa Ki jadi No 7 tetap andalan ku🔥🔥🔥🔥","bojo_________kuSebenarnya tdk ada mau ku pilih, tapi na paksa Ki jadi No 7 tetap andalan ku🔥🔥🔥🔥1wReplySee translationComment OptionsLike"
indaharisma11,No 6 🔥🔥🔥,indaharisma11No 6 🔥🔥🔥1w1 likeReplyComment OptionsLike
oktaaawati,7 emot Api api,oktaaawati7 emot Api api1wReplyComment OptionsLike
santyrifat,No. 5 donggg,santyrifatNo. 5 donggg1w2 likesReplyComment OptionsLike
linhakamumu,6🙌,linhakamumu6🙌1w1 likeReplyComment OptionsLike
feyzaleyda,no 6 gada lawan 🔥🔥🔥🔥,feyzaleydano 6 gada lawan 🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
icha_junaedi,7,icha_junaedi71wReplyComment OptionsLike
vivian73__,no. 7🔥,vivian73__no. 7🔥1wReplyComment OptionsLike
anna_annaddharahshopia,No. 5🔥,anna_annaddharahshopiaNo. 5🔥1w2 likesReplyComment OptionsLike
muh_sadil,No 7 ❤️❤️😍,muh_sadilNo 7 ❤️❤️😍1wReplyComment OptionsLike
rednovianti,No. 7 👏,rednoviantiNo. 7 👏1w1 likeReplyComment OptionsLike
wiwinnyampa_souisa,No. 7,wiwinnyampa_souisaNo. 71wReplyComment OptionsLike
inneherowati,No. 5🔥🔥🔥👏❤️,inneherowatiNo. 5🔥🔥🔥👏❤️1w2 likesReplyComment OptionsLike
vanda_nona,No.7,vanda_nonaNo.71wReplyComment OptionsLike
madha_ni,7,madha_ni71wReplyComment OptionsLike
jack_az91,No 7 🔥🔥🔥,jack_az91No 7 🔥🔥🔥1wReplyComment OptionsLike
andiriskaamanda,No.7,andiriskaamandaNo.71wReplyComment OptionsLike
humas_polsek_mamajang,Number Seven 🔥❤️❤️❤️,humas_polsek_mamajangNumber Seven 🔥❤️❤️❤️1w1 likeReplyComment OptionsLike
_padilajaaa,no 5,_padilajaaano 51w2 likesReplyComment OptionsLike
iskandarsyam,No. 7 🔥🔥🔥 menyalaa abangku,iskandarsyamNo. 7 🔥🔥🔥 menyalaa abangku1wReplyComment OptionsLike
cherrysulaiman,Numero 6 ❤❤❤❤❤,cherrysulaimanNumero 6 ❤❤❤❤❤1w2 likesReplyComment OptionsLike
muti_handayani,No 7🔥,muti_handayaniNo 7🔥1wReplyComment OptionsLike
joooooks,No 6 dong andalancuu,joooooksNo 6 dong andalancuu1w1 likeReplyComment OptionsLike
umrohaliston_agung,In shaa Allaah No. 7 🔥🔥🔥,umrohaliston_agungIn shaa Allaah No. 7 🔥🔥🔥1wReplyComment OptionsLike
ferryaditya,No. 5 🔥🔥🔥,ferryadityaNo. 5 🔥🔥🔥1w2 likesReplyComment OptionsLike
harabiaaw,No. 7 dong,harabiaawNo. 7 dong1w1 likeReplyComment OptionsLike
ericks_ontheradio,5 DEAAAAAAAAAAÀAAA,ericks_ontheradio5 DEAAAAAAAAAAÀAAA1w1 likeReplyComment OptionsLike
ericks_ontheradio,5 DEAAAAAAAAAAAA,ericks_ontheradio5 DEAAAAAAAAAAAA1wReplyComment OptionsLike
ericks_ontheradio,OPPOKI DEAAAAAAAAA,ericks_ontheradioOPPOKI DEAAAAAAAAA1wReplyComment OptionsLike
phiarusly,6🔥,phiarusly6🔥1w1 likeReplyComment OptionsLike
arie_skierz,No. 7 GAAASSSS🔥🔥🔥,arie_skierzNo. 7 GAAASSSS🔥🔥🔥1wReplyComment OptionsLike
amiruddinakbar,Nomor 7🔥🔥,amiruddinakbarNomor 7🔥🔥1wReplyComment OptionsLike
ericks_ontheradio,COBLOSSS DEAAAAAAAAA NOMOR 5,ericks_ontheradioCOBLOSSS DEAAAAAAAAA NOMOR 51wReplyComment OptionsLike
randydefretes,No 7 😎,randydefretesNo 7 😎1wReplyComment OptionsLike
redjoz,No.5 DEAA...🔥🔥👏👏,redjozNo.5 DEAA...🔥🔥👏👏1w3 likesReplyComment OptionsLike
ericks_ontheradio,Untuk sulsel yang Gaul Coblos DEAAAAAAAAAAAAA,ericks_ontheradioUntuk sulsel yang Gaul Coblos DEAAAAAAAAAAAAA1wReplySee translationComment OptionsLike
hasnana57,No 6 Insie ❤️❤️❤️👏,hasnana57No 6 Insie ❤️❤️❤️👏1w1 likeReplyComment OptionsLike
bllaamanda,No. 5 tante deaa🔥,bllaamandaNo. 5 tante deaa🔥1w2 likesReplyComment OptionsLike
maulana25irwinsyah,No 7 om Harly 🔥🔥,maulana25irwinsyahNo 7 om Harly 🔥🔥1wReplyComment OptionsLike
hjsahidahhjsahidah,No.6 mantap,hjsahidahhjsahidahNo.6 mantap1w1 likeReplyComment OptionsLike
rajutanatcraft,No 6 Insi 🔥🔥🔥yes,rajutanatcraftNo 6 Insi 🔥🔥🔥yes1w1 likeReplyComment OptionsLike
novahattu,No.6 insi ❤️❤️❤️ .....ter  the best in  OJ ❤️❤️❤️,novahattuNo.6 insi ❤️❤️❤️ .....ter  the best in  OJ ❤️❤️❤️1w1 likeReplyComment OptionsLike
bukanulan,No 7 🔥🔥🔥,bukanulanNo 7 🔥🔥🔥1w1 likeReplyComment OptionsLike
rlzuna,No 7 🔥🔥🔥,rlzunaNo 7 🔥🔥🔥1w1 likeReplyComment OptionsLike
katilintan,@rlzuna apa ko bikin disini kau🤣,katilintan@rlzuna apa ko bikin disini kau🤣1wReplySee translationComment OptionsLike
rlzuna,@katilintan hua hua hua,rlzuna@katilintan hua hua hua1wReplyComment OptionsLike
farrhanah,7 👏👏👏👏,farrhanah7 👏👏👏👏1wReplyComment OptionsLike
ademarno.sxyz,MENYALA NO. 7 🔥🔥🔥🔥🔥🔥🔥🔥,ademarno.sxyzMENYALA NO. 7 🔥🔥🔥🔥🔥🔥🔥🔥1wReplyComment OptionsLike
dewikardinah,No. 7 🔥🔥🔥👏,dewikardinahNo. 7 🔥🔥🔥👏1wReplyComment OptionsLike
ibhe79,No 5 Is the best,ibhe79No 5 Is the best1w3 likesReplyComment OptionsLike
azizkatili,No 7,azizkatiliNo 71w2 likesReplyComment OptionsLike
sadriahriadexa,No. 5 Deaaa🔥,sadriahriadexaNo. 5 Deaaa🔥1w2 likesReplyComment OptionsLike
dioskopang,No.7 bang👍,dioskopangNo.7 bang👍1w1 likeReplyComment OptionsLike
andrian.ika,VOTE NO 5 TANTA DEA,andrian.ikaVOTE NO 5 TANTA DEA1w3 likesReplyComment OptionsLike
ulhe3jkey,No 5,ulhe3jkeyNo 51w3 likesReplyComment OptionsLike
sissyharun,No. 6 dongggggg 😘😘😘,sissyharunNo. 6 dongggggg 😘😘😘1w1 likeReplyComment OptionsLike
chaerallmarwahh,5 Deaaa,chaerallmarwahh5 Deaaa1w2 likesReplyComment OptionsLike
fandy_888mr,No. 7 🔥🔥🔥,fandy_888mrNo. 7 🔥🔥🔥1wReplyComment OptionsLike
juna_maniezt,No. 7,juna_manieztNo. 71wReplyComment OptionsLike
aghomaniezt,DEA jieeee😘😘😘 NO. 5,aghomanieztDEA jieeee😘😘😘 NO. 51w3 likesReplyComment OptionsLike
irhavyrra,No 7 cwo cool 😍,irhavyrraNo 7 cwo cool 😍1w1 likeReplyComment OptionsLike
endin_syam,Ewako No. 7,endin_syamEwako No. 71wReplyComment OptionsLike
d1ano,No. 6 🔥🔥,d1anoNo. 6 🔥🔥1w2 likesReplyComment OptionsLike
gugun_pathivan,6,gugun_pathivan61w1 likeReplyComment OptionsLike
dedy2673,No 7,dedy2673No 71wReplyComment OptionsLike
muhzyl,No 7,muhzylNo 71wReplyComment OptionsLike
fuckyoumakearrtt_,no 7,fuckyoumakearrtt_no 71wReplyComment OptionsLike
ifhazhe82,No 7🔥🔥🔥🔥🔥🔥,ifhazhe82No 7🔥🔥🔥🔥🔥🔥1wReplyComment OptionsLike
balqispermata,no 6🔥🔥🔥,balqispermatano 6🔥🔥🔥1w1 likeReplyComment OptionsLike
darwin_jie,No. 7 tawwa🔥🔥🔥,darwin_jieNo. 7 tawwa🔥🔥🔥1wReplyComment OptionsLike
ramlifachruddin,NO 5 jiii,ramlifachruddinNO 5 jiii1w4 likesReplyComment OptionsLike
n0v3mber00,No. 6 😍😍,n0v3mber00No. 6 😍😍1w1 likeReplyComment OptionsLike
ade_s_rala,No 7 👏🔥,ade_s_ralaNo 7 👏🔥1wReplyComment OptionsLike
hestynarra,No 6 ❤️❤️,hestynarraNo 6 ❤️❤️1w1 likeReplyComment OptionsLike
_andiesatenri,Nomor 7 🔥,_andiesatenriNomor 7 🔥1w1 likeReplyComment OptionsLike
kaealiya,Nomor 7 🔥,kaealiyaNomor 7 🔥1wReplyComment OptionsLike
sintaaknna,Nomor 6,sintaaknnaNomor 61w1 likeReplyComment OptionsLike
tegarmaya,No 7 pastix🙌🙌,tegarmayaNo 7 pastix🙌🙌1w1 likeReplyComment OptionsLike
iinsday,no. 6 🔥🔥🔥🔥🔥🔥🔥,iinsdayno. 6 🔥🔥🔥🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
radhakrisnawati1,Ni 7,radhakrisnawati1Ni 71wReplyComment OptionsLike
randz.printing,No 7 jie,randz.printingNo 7 jie1w1 likeReplyComment OptionsLike
gustitaqi,Deaaaaa,gustitaqiDeaaaaa1w3 likesReplyComment OptionsLike
ardhi2606,7,ardhi260671wReplyComment OptionsLike
omsaqi,"GOOOO, GOOOWW, GOOOWWW NOMOR 5 GOOOOO!!! 🖐","omsaqiGOOOO, GOOOWW, GOOOWWW NOMOR 5 GOOOOO!!! 🖐1w2 likesReplySee translationComment OptionsLike"
kanialeniamalik,No 7🔥,kanialeniamalikNo 7🔥1wReplyComment OptionsLike
dhanaramadhana,No 6🔥,dhanaramadhanaNo 6🔥1w1 likeReplyComment OptionsLike
definarizkyazisa,No. 5 aunty Dea temannya mamaku🫶🏻,definarizkyazisaNo. 5 aunty Dea temannya mamaku🫶🏻1w2 likesReplyComment OptionsLike
minb2311,Anak AIS MAKASSAR pasti pilih no.2 andalang kita bersama 🔥🔥,minb2311Anak AIS MAKASSAR pasti pilih no.2 andalang kita bersama 🔥🔥1w1 likeReplyComment OptionsLike
putrapradana12,@minb2311 saya om Harly andalanku 😂😂😂,putrapradana12@minb2311 saya om Harly andalanku 😂😂😂1w1 likeReplySee translationComment OptionsLike
minb2311,@putrapradana12 the best iya juga ini harly🔥🔥,minb2311@putrapradana12 the best iya juga ini harly🔥🔥1wReplyComment OptionsLike
fachrulnixon,6🔥🔥🔥,fachrulnixon6🔥🔥🔥1w1 likeReplyComment OptionsLike
digital_n3,No.5 ❤️,digital_n3No.5 ❤️1w2 likesReplyComment OptionsLike
dewiirnawatisyam,No.6 dong🔥🔥🔥🔥,dewiirnawatisyamNo.6 dong🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
anienuriani,No. 6,anienurianiNo. 61w1 likeReplyComment OptionsLike
hjelvira,No 6🔥,hjelviraNo 6🔥1w1 likeReplyComment OptionsLike
enhymidu,No. 6 donk  Insie 😍,enhymiduNo. 6 donk  Insie 😍1w1 likeReplyComment OptionsLike
band.sugardaddy_official,No.5 andalan 🔥🔥🔥,band.sugardaddy_officialNo.5 andalan 🔥🔥🔥1w3 likesReplyComment OptionsLike
ihwan_mit,No 6 dong🔥,ihwan_mitNo 6 dong🔥1w1 likeReplyComment OptionsLike
ssesyy,No. 6 dong !! 🥰🥰,ssesyyNo. 6 dong !! 🥰🥰1w1 likeReplyComment OptionsLike
suriantilukman,No 7,suriantilukmanNo 71wReplyComment OptionsLike
noykarlina,6 dong 👏😍😂,noykarlina6 dong 👏😍😂1w2 likesReplyComment OptionsLike
aisyahrafsanjani,No. 6 dong 👏 INSI 🔥🔥is the best 👏😍,aisyahrafsanjaniNo. 6 dong 👏 INSI 🔥🔥is the best 👏😍1w2 likesReplyComment OptionsLike
nrllamaliaaaa,no.7 om harley ji🔥,nrllamaliaaaano.7 om harley ji🔥1wReplyComment OptionsLike
yanti_dhanil,No. 6🔥🔥🔥🔥,yanti_dhanilNo. 6🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
nurmirantihussamawati.safry,No 6 🔥🔥,nurmirantihussamawati.safryNo 6 🔥🔥1w1 likeReplyComment OptionsLike
razaknurhayati,No 6🔥🔥🔥🔥👏,razaknurhayatiNo 6🔥🔥🔥🔥👏1w1 likeReplyComment OptionsLike
yanijy,No. 6 kak insi 😍❤️‍🔥❤️‍🔥❤️‍🔥,yanijyNo. 6 kak insi 😍❤️‍🔥❤️‍🔥❤️‍🔥1w1 likeReplyComment OptionsLike
maya_amril,No 6 🔥🔥🔥🔥,maya_amrilNo 6 🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
ns.warda,No 6🔥,ns.wardaNo 6🔥1w1 likeReplyComment OptionsLike
sunatmoderngowa,🔥,sunatmoderngowa🔥1wReplyComment OptionsLike
selfymyself,No 6 👏👏👏👏👏,selfymyselfNo 6 👏👏👏👏👏1w1 likeReplyComment OptionsLike
lalaa_bilaa08,no.3,lalaa_bilaa08no.31w1 likeReplyComment OptionsLike
jayanthi_n.a.h,No. 7 🔥🔥🔥,jayanthi_n.a.hNo. 7 🔥🔥🔥1w1 likeReplyComment OptionsLike
rudhimuh,7,rudhimuh71wReplyComment OptionsLike
isyniqueen,no.6 ❤️❤️,isyniqueenno.6 ❤️❤️1w1 likeReplyComment OptionsLike
abay.alkafkey,Andalan semuanya 🔥🔥🔥,abay.alkafkeyAndalan semuanya 🔥🔥🔥1w1 likeReplySee translationComment OptionsLike
asnurindrawan,No 6 🔥🔥🔥,asnurindrawanNo 6 🔥🔥🔥1w1 likeReplyComment OptionsLike
dillahsari_,6,dillahsari_61w1 likeReplyComment OptionsLike
gurun1976.gb,7,gurun1976.gb71wReplyComment OptionsLike
firdauzz_90,No. 6 andalan🔥,firdauzz_90No. 6 andalan🔥1w1 likeReplyComment OptionsLike
arghariyanto,6,arghariyanto61w1 likeReplyComment OptionsLike
ian_rdian,no 7 paling gantenggg,ian_rdianno 7 paling gantenggg1wReplyComment OptionsLike
vaccabond,nomor 6,vaccabondnomor 61w1 likeReplyComment OptionsLike
sophiecornelia6,No.6  INSIE,sophiecornelia6No.6  INSIE1w1 likeReplyComment OptionsLike
naufal.sanjaya,No. 6 Dong... INSI 👏👏,naufal.sanjayaNo. 6 Dong... INSI 👏👏1w1 likeReplyComment OptionsLike
rumahibokarha,No .6 🔥🔥🔥,rumahibokarhaNo .6 🔥🔥🔥1w1 likeReplyComment OptionsLike
priyayianitha,Nomor 5 pasti menyalaaaa kakak Dea kuu 🔥🔥🔥🔥,priyayianithaNomor 5 pasti menyalaaaa kakak Dea kuu 🔥🔥🔥🔥1w2 likesReplySee translationComment OptionsLike
riri_teh,7 dong,riri_teh7 dong1wReplyComment OptionsLike
ezha.music,7 om harly,ezha.music7 om harly1w1 likeReplyComment OptionsLike
memeyamank,05 doong 🔥🔥🔥,memeyamank05 doong 🔥🔥🔥1w2 likesReplyComment OptionsLike
fajaraswad__,No 6 dong INSI🔥🔥 KASI MENYALA The bestt🙌,fajaraswad__No 6 dong INSI🔥🔥 KASI MENYALA The bestt🙌1w1 likeReplyComment OptionsLike
yuyamsns,No. 5 tante Deaaa 🔥🔥🔥🔥,yuyamsnsNo. 5 tante Deaaa 🔥🔥🔥🔥1w3 likesReplyComment OptionsLike
nhunieqnhunieq,Nomorku.... No. Tujuh... Harley gauul,nhunieqnhunieqNomorku.... No. Tujuh... Harley gauul1wReplyComment OptionsLike
ariyanti5157,No 6 pastinya ..❤️,ariyanti5157No 6 pastinya ..❤️1w1 likeReplyComment OptionsLike
jianneeyyei,3,jianneeyyei31w1 likeReplyComment OptionsLike
nurul_hafisah377,no 3🫰,nurul_hafisah377no 3🫰1w1 likeReplyComment OptionsLike
lhana_1126,No 7 🔥🔥,lhana_1126No 7 🔥🔥1wReplyComment OptionsLike
me_mia88,No . 6 🔥,me_mia88No . 6 🔥1w1 likeReplyComment OptionsLike
zr19.87,No 7,zr19.87No 71w1 likeReplyComment OptionsLike
fauzhan_fth,6,fauzhan_fth61w1 likeReplyComment OptionsLike
olyvia331,No 6 ❤️❤️❤️,olyvia331No 6 ❤️❤️❤️1w1 likeReplyComment OptionsLike
adit_amara,no 6 🔥🔥🔥🔥,adit_amarano 6 🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
lanski151,7 🔥🔥,lanski1517 🔥🔥1w1 likeReplyComment OptionsLike
rumahyuqibam,6 dong 👏👏👏,rumahyuqibam6 dong 👏👏👏1w1 likeReplyComment OptionsLike
yulia_aq77,No.6 dong ... 🔥🔥❤️❤️❤️,yulia_aq77No.6 dong ... 🔥🔥❤️❤️❤️1w1 likeReplyComment OptionsLike
ppawmppkins,6🔥🔥,ppawmppkins6🔥🔥1w1 likeReplyComment OptionsLike
achyarief06,No.6 the best  kak insi,achyarief06No.6 the best  kak insi1w1 likeReplyComment OptionsLike
emillowww,No. 7 dong 🔥🔥🔥🔥🔥,emillowwwNo. 7 dong 🔥🔥🔥🔥🔥1w1 likeReplyComment OptionsLike
siska.hudayani,No 6,siska.hudayaniNo 61w1 likeReplyComment OptionsLike
tutyastutys73,No.6,tutyastutys73No.61w1 likeReplyComment OptionsLike
