Name,Text,Like,Column 4
bayupriambudi,"jossss, Balikpapan aja bisa masuk bandara, @transbanjarbakulaofficial ayo gass masuk bandara juga",1 like,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
agungwiseno,Nais min🔥,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
ofrie1,Selamattt,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
railfanssala3official,Kapan Boyolali dapet jatah temanbus😢??,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
jalanhiduppppp,Halte,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
jalanhiduppppp,Hrus ad transportasi gini,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
jalanhiduppppp,"Keren ad di kaltim, byarnya juga mudah hny via qris",Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
aswinsanjaya,min gamau nambah armada dan rute lagi di bali? asli terbantu banget ada bus ini kemana2,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
raf.norz,Dari kilo ke dom cb ada,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
rayhan_rabbani,Selamat,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
michaelyonathan_8,gasabar🔥,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
samsielb,Koridor C kapan ya beroperasi?,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
alfanrailfans,Ingpo koridor baru buat Surabaya min,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
xolohoq,keren,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
merryyustia,Armadanya berapa banyak ya??,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
hajiah_13,Mau tau cara belinya bagaimana ya,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
sherlinn.dump,sabi naa keliling keliling @nawaitoo_ @jeondindaa_ @fr.zaaa,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
suqge,hore ~ @balikpapan_city 💙,Reply,"Halo Balikpapan! Siap untuk perubahan transportasi di kota kamu?Mulai hari ini, Teman Bus resmi mengaspal di jalanan Balikpapan! Teman bus akan menjadi transportasi yang ekonomis, mudah, andal dan nyaman di kota kamu.Yuk, jadi bagian dari perubahan!Download app Mitra darat sekarang dan rasakan sendiri keseruannya.Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"﻿Name,Text,Like,Column 4
pauldahongworks,"Rute Utara Selatan vs Barat Timur, serasa jomplang bis nya. Barat Timur nyaman, AC adem, bersih, dan gak bau.",19 likes,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
pictureaper_,"Kk bis dari Unesa PTC ke arah TP ITS, paling malam jam berapa berangkat dari Unesa ?",Reply,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
jalmas12,Semoga acnya masih dingin dan bisnya gak sering mogok kayak Suroboyo Bus karena sering banget naik SB yang acnya panas dan sering mogok yagesya 😢,34 likes,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
datxutiepanda,Untuk tracking posisi bis nanti masih bisa lewat app mitra darat ga ya min?😭,Reply,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
dinaryunarko,"berarti nanti yg biasanya pengguna bis transsemanggi,bisnya ganti pakai yg SuroboyoBus ya?untuk aplikasinya apakah juga tidak menggunakan mitra darat lagi?",1 like,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
mukhlis_kim23,"Padahal dulu rutenya milik Pemkot, terus pindah ke Teman Bus, sekarang dipindah lagi ke Pemkot😂, harusnya dari awal buka jalur lain yang tidak dilayani Pemkot🙃",1 like,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
jo_ramadhan,Jujur aja sih kalo ga pake kondektur tapi sistem pembayaran di dalam bus itu malah agak kurang. Pnp terpaksa harus tetap berdiri sambil nunggu antrian scan qris selagi bus udah jalan,6 likes,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
agungwiseno,MENYALA MIN🔥🔥🔥,1 like,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
desytrianaramadhani,Kenapa kalo diambil alih tarifnya jadi lebih mahal ya?,7 likes,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
dlfr96,"YAAAY tapi please maintenance-nya tetep standard TS ya karna menurut pengalaman, banyak part interior SB yang kurang terawat (tombol stop hilang, kursi cuil cuil macem bemo, ac ngga dingin, pemberitahuan bus stop harus manual lewat petugas). Semoga bisa terintegrasi dengan SB dan feeder juga 🙌🏽",5 likes,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
andr.jnr,Jadi sebelumnya milik swasta kah? Atau gmn?,Reply,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
nikofendi,So nanti bisa opper ini antara koridor 1 dan 2?,Reply,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
herlygendut,"Alhamdulillah, biar terintegrasi tarifnya 5000 bisa buat oper2. Aamiin.",4 likes,"Hai Temanku! Pengguna setia Trans Semanggi, mulai tanggal 1 Juli 2024 pengelolaan Layanan Teman Bus Trans Semanggi akan diambil alih oleh Pemerintah Kota Surabaya @dishubsurabaya.Untuk layanan dan informasi selanjutnya terkait operasional serta update layanan Trans Semanggi, silakan follow juga akun @transsemanggisbs.officialSemoga dengan pengambilalihan / Handover ini menjadi wujud untuk menciptakan layanan Angkutan Umum yang berkelanjutan.Kami akan terus berupaya memberikan pelayanan terbaik karena #KamiAdaUntukAndaTarif Trans Semanggi Koridor 2 per tanggal 1 Juli Rp 5000Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat"
